gene_name	UNIPROT	difference	significant	logpval
ADAM15	Q13444	0.37012	NA	0.26050200000000001
ADAM17	P78536	0.46044000000000002	+	2.8327399999999998
ADAM19	Q9H013	0	NA	NaN
ADAM9	Q13443	-7.7545599999999998E-3	NA	1.6238300000000001E-2
ADAMTSL4	Q6UY14	7.05683E-2	NA	5.6540600000000003E-2
ADAP1	O75689	2.15578	+	3.1585299999999998
ADAR	P55265	-2.5880700000000001	+	6.4984299999999999
ADAT1	Q9BUB4	0.19914799999999999	NA	0.145841
ADAT2	Q7Z6V5	0.51210199999999995	+	2.56772
ADAT3	Q96EY9	-1.73855	+	1.5135000000000001
ADCK1	Q86TW2	2.5112199999999998	+	3.6526000000000001
ADD1	P35611	-0.31809700000000002	+	2.2812100000000002
ADD2	P35612	-2.8822999999999999	+	4.3803700000000001
ADD3	Q9UEY8	0.78634700000000002	+	5.3608900000000004
ADGB	Q8N7X0	6.82001E-2	NA	0.16167500000000001
ADGRE5	P48960	-2.6366399999999999	+	2.3592
ADGRF1	Q5T601	0.81676199999999999	+	1.10476
ADGRG1	Q9Y653	2.8333900000000001	+	1.5544899999999999
ADGRL2	O95490	4.16615	+	6.5846400000000003
ADH5	P11766	-0.52348600000000001	+	3.8795799999999998
ADH7	P40394	5.4727300000000003	+	6.2542299999999997
ADI1	Q9BV57	-0.91141899999999998	+	2.65828
ADK	P55263	-0.43965799999999999	+	3.7520099999999998
ADNP	Q9H2P0	-5.7996699999999998E-2	NA	0.37069600000000003
ADNP2	Q6IQ32	1.28295	+	2.1217100000000002
ADO	Q96SZ5	0.335144	NA	0.53715199999999996
ADPGK	Q9BRR6	-2.8172299999999999	+	1.6607000000000001
ADPRH	P54922	3.3151600000000001	+	3.4242300000000001
ADRM1	Q16186	-0.38845400000000002	+	2.38144
ADSL	P30566	1.1515200000000001	+	5.2400799999999998
AEBP2	Q6ZN18	1.1856199999999999	+	4.9012000000000002
AEN	Q8WTP8	0.34144000000000002	NA	0.26416099999999998
AFF1	P51825	-0.617838	+	0.70520400000000005
AFF3	P51826	2.0539000000000001	+	2.3167900000000001
AFF4	Q9UHB7	-1.2501599999999999	+	4.4037899999999999
AFG3L2	Q9Y4W6	-1.0470900000000001	+	7.0683600000000002
AFP	P02771	0.60834600000000005	+	0.89171999999999996
AFTPH	Q6ULP2	0.91130100000000003	+	3.2787500000000001
AGA	P20933	0.22426199999999999	NA	0.98550499999999996
AGAP1	Q9UPQ3	-0.66528500000000002	+	2.6936499999999999
AGAP2	Q99490	2.25759	+	2.24031
AGAP3	Q96P47	-0.61160400000000004	+	2.62731
AGFG1	P52594	0.452766	+	2.4733700000000001
AGFG2	O95081	0.97738199999999997	+	4.2571399999999997
AGGF1	Q8N302	-4.5254200000000001E-2	NA	3.7079500000000001E-2
AGK	Q53H12	-1.6609499999999999	+	6.3922100000000004
AGL	P35573	-1.48275	+	5.8138199999999998
AGO1	Q9UL18	0.43412499999999998	+	1.1883699999999999
AGO2	Q9UKV8	0.104116	NA	1.4428099999999999
AGO3	Q9H9G7	-3.1170799999999999E-2	NA	4.3496800000000002E-2
AGPAT1	Q99943	-1.7365900000000001	+	4.4701000000000004
AGPAT2	O15120	-3.2539099999999999	+	2.51925
AGPAT3	Q9NRZ7	7.9371899999999995E-2	NA	0.22052099999999999
AGPAT5	Q9NUQ2	-0.96583799999999997	NA	0.45745000000000002
AGPS	O00116	-0.76426499999999997	+	5.7280800000000003
AGRN	O00468	-2.3809	+	2.2392699999999999
AGTRAP	Q6RW13	-5.5714499999999996	+	6.2042599999999997
AHCTF1	Q8WYP5	-0.39622099999999999	+	1.5537000000000001
AHCY	P23526	0.17668	+	1.9413400000000001
AHCYL1	O43865	0.22276899999999999	NA	0.75378699999999998
AHCYL2	Q96HN2	1.78209	+	4.4072100000000001
AHDC1	Q5TGY3	-1.9487000000000001	+	1.25054
AHNAK	Q09666	-7.2084400000000004	+	3.9126400000000001
AHSA1	O95433	0.75133300000000003	+	5.1181099999999997
AHSG	P02765	0.336451	NA	0.43012899999999998
AIDA	Q96BJ3	-2.1481699999999999	+	3.6972700000000001
AIFM1	O95831	-0.95816000000000001	+	5.8650799999999998
AIFM2	Q9BRQ8	-1.4024300000000001	+	2.7681399999999998
AIG1	Q9NVV5	-1.2508900000000001	+	2.02054
AIMP1	Q12904	0.157031	NA	1.1614500000000001
AIMP2	Q13155	0.156557	NA	1.6056900000000001
AIP	O00170	0.125224	NA	1.05799
AK1	P00568	-1.98356	+	6.5405100000000003
AK2	P54819	-1.2944500000000001	+	6.3375899999999996
AK3	Q9UIJ7	1.14398	+	6.8458300000000003
AK4	P27144	1.49651	+	4.3368000000000002
AK6	Q9Y3D8	-2.0998199999999998	+	4.9283099999999997
AKAP1	Q92667	0.84323499999999996	+	2.57883
AKAP10	O43572	2.1466400000000001	+	2.8567300000000002
AKAP11	Q9UKA4	-0.60753500000000005	+	1.15147
AKAP13	Q12802	3.1798799999999998	+	4.1134700000000004
AKAP17A	Q02040	-0.51019499999999995	+	0.75865099999999996
AKAP8	O43823	0.78825400000000001	+	3.3683800000000002
AKAP8L	Q9ULX6	-1.74512	+	4.7697200000000004
AKAP9	Q99996	1.97611	+	4.0793799999999996
AKR1A1	P14550	-0.57686800000000005	+	5.4131799999999997
AKR1B1	P15121	4.3025599999999997	+	8.3228500000000007
AKR1B10	O60218	1.65191	+	0.93896199999999996
AKR1C2	P52895	0.52193800000000001	+	1.22434
AKR1C3	P42330	-4.2281899999999997	+	4.2812200000000002
AKR1E2	Q96JD6	-0.593974	+	2.4275799999999998
AKR7A2	O43488	-3.5740400000000001	+	1.2377100000000001
AKT1	P31749	0.56109399999999998	+	4.0392200000000003
AKT1S1	Q96B36	-2.0193099999999999	+	6.2467100000000002
AKT2	P31751	0.444743	+	2.03437
ALAD	P13716	3.8716400000000002	+	8.9886499999999998
ALAS1	P13196	0.83638100000000004	+	1.0032300000000001
ALAS2	P22557	0	NA	NaN
ALB	P02768	0.61050800000000005	NA	0.66642599999999996
ALDH16A1	Q8IZ83	-0.108528	NA	0.47261399999999998
ALDH18A1	P54886	1.27538	+	8.3969500000000004
ALDH1A1	P00352	-5.6969900000000004	+	5.5040800000000001
ALDH1A2	O94788	-6.6676700000000002	+	6.71739
ALDH1B1	P30837	1.2075400000000001	+	2.9747400000000002
ALDH1L1	O75891	-1.3543799999999999	+	3.2147299999999999
ALDH1L2	Q3SY69	-3.62534	+	7.6170799999999996
ALDH2	P05091	1.59121	+	8.3916799999999991
ALDH3A2	P51648	2.5170499999999998	+	4.03078
ALDH4A1	P30038	-1.74329	+	5.2013600000000002
ALDH5A1	P51649	-2.7586599999999999	+	3.73563
ALDH6A1	Q02252	-0.79249199999999997	+	2.06257
ALDH7A1	P49419	1.9653700000000001	+	2.7664599999999999
ALDH9A1	P49189	0.54961000000000004	+	4.2660200000000001
ALDOA	P04075	-0.49694199999999999	+	2.7070799999999999
ALDOC	P09972	0.81955500000000003	+	1.29287
ALG1	Q9BT22	-3.2580399999999998	+	2.49227
ALG11	Q2TAA5	-1.1238999999999999	+	1.51248
ALG13	Q9NP73	-2.23109	+	3.7521200000000001
ALG2	Q9H553	-2.9291900000000002	+	4.7578199999999997
ALG3	Q92685	-2.0481600000000002	+	3.5082800000000001
ALG5	Q9Y673	-0.29368899999999998	NA	0.95656200000000002
ALG6	Q9Y672	-0.65331099999999998	+	0.74718899999999999
ALG8	Q9BVK2	-1.0977699999999999	+	2.8209
ALG9	Q9H6U8	-0.15732199999999999	NA	0.22989000000000001
ALKBH1	Q13686	-1.4495100000000001	+	2.6922199999999998
ALKBH2	Q6NS38	-2.6156899999999998	+	4.0191999999999997
ALKBH3	Q96Q83	1.3283199999999999	+	1.8051999999999999
ALKBH4	Q9NXW9	-2.2570600000000001	+	4.1540400000000002
ALKBH5	Q6P6C2	0.57909999999999995	+	1.9300600000000001
ALKBH6	Q3KRA9	0.38234299999999999	+	1.1839200000000001
ALKBH7	Q9BT30	-3.32098	+	4.6217100000000002
ALKBH8	Q96BT7	2.3309700000000002	+	2.43885
ALOX5	P09917	-0.540385	NA	0.64833600000000002
ALOX5AP	P20292	4.94604	+	3.0904400000000001
ALS2	Q96Q42	5.4913799999999999E-2	NA	6.1278399999999997E-2
ALYREF	Q86V81	-0.253552	NA	0.444554
AMBRA1	Q9C0C7	5.9398699999999999E-2	NA	9.3613799999999997E-2
AMD1	P17707	0.53131799999999996	+	1.0460499999999999
AMDHD2	Q9Y303	-1.5303899999999999	+	1.64009
AMER2	Q8N7J2	1.37703	+	2.4583400000000002
AMFR	Q9UKV5	0.38189499999999998	+	2.2113900000000002
AMMECR1	Q9Y4X0	-7.4949699999999994E-2	NA	0.22050500000000001
AMMECR1L	Q6DCA0	0.49281999999999998	NA	0.55610899999999996
AMOTL1	Q8IY63	-2.0790600000000001	+	1.54921
AMPD2	Q01433	0.91634400000000005	+	5.4367900000000002
AMPD3	Q01432	-0.37092199999999997	NA	0.84624299999999997
AMZ2	Q86W34	-2.3274599999999999	+	4.9462900000000003
ANAPC1	Q9H1A4	0.39766099999999999	+	3.98902
ANAPC10	Q9UM13	-0.51025200000000004	+	1.1161799999999999
ANAPC11	Q9NYG5	0.46659400000000001	+	0.88780400000000004
ANAPC16	Q96DE5	-0.84064000000000005	+	3.4729899999999998
ANAPC2	Q9UJX6	0.87001799999999996	+	3.7427299999999999
ANAPC4	Q9UJX5	0.69455500000000003	+	2.1865399999999999
ANAPC5	Q9UJX4	0.29900900000000002	+	1.8746799999999999
ANAPC7	Q9UJX3	-1.1699600000000001	+	6.21828
ANGEL2	Q5VTE6	-2.78056E-2	NA	3.1813099999999997E-2
ANGPT1	Q15389	3.11721	+	4.3936000000000002
ANGPTL2	Q9UKU9	1.2075100000000001	+	1.7258100000000001
ANK1	P16157	-4.7636200000000004	+	2.5511599999999999
ANK3	Q12955	-0.64338799999999996	+	0.79677600000000004
ANKFY1	Q9P2R3	0.79282600000000003	+	4.3369900000000001
ANKHD1	Q8IWZ3	-0.63590500000000005	+	6.6537800000000002
ANKLE2	Q86XL3	0.16439000000000001	NA	0.78504399999999996
ANKMY2	Q8IV38	-0.52527100000000004	+	2.62887
ANKRD13A	Q8IZ07	0.656277	+	2.6900300000000001
ANKRD16	Q6P6B7	-0.95826900000000004	+	1.22767
ANKRD17	O75179	0.192665	+	2.4902199999999999
ANKRD27	Q96NW4	-1.73674	+	1.8279000000000001
ANKRD28	O15084	-0.37684000000000001	+	2.88836
ANKRD44	Q8N8A2	2.9733800000000001	+	2.6861999999999999
ANKRD46	Q86W74	3.6933799999999999	+	4.7647599999999999
ANKRD49	Q8WVL7	-0.86766699999999997	NA	0.50646800000000003
ANKRD52	Q8NB46	-0.47450500000000001	+	3.9479700000000002
ANKRD54	Q6NXT1	-1.0242500000000001	NA	0.529644
ANKS1A	Q92625	-0.85842399999999996	+	4.4024099999999997
ANKS1B	Q7Z6G8	-0.19442100000000001	NA	0.135076
ANKZF1	Q9H8Y5	-1.1412800000000001	+	3.15326
ANLN	Q9NQW6	0.143928	NA	0.28763699999999998
ANO10	Q9NW15	-2.8050700000000002	+	3.5359099999999999
ANO6	Q4KMQ2	-0.680593	NA	0.57094599999999995
ANP32A	P39687	-6.7810100000000002	+	6.19184
ANP32B	Q92688	0.86097699999999999	+	3.6383100000000002
ANP32E	Q9BTT0	0.62878400000000001	+	3.8849800000000001
ANPEP	P15144	-3.7631299999999999E-2	NA	3.24792E-2
ANTXR2	P58335	-2.3214199999999998	+	2.1854100000000001
ANXA1	P04083	-3.8033899999999998	+	8.7846600000000006
ANXA11	P50995	-0.86918499999999999	+	5.3059099999999999
ANXA2	P07355	-1.0236099999999999	+	3.5034900000000002
ANXA3	P12429	-2.1087799999999999	+	7.9045300000000003
ANXA4	P09525	1.7055100000000001	+	6.4840600000000004
ANXA5	P08758	-0.41798000000000002	+	2.51566
ANXA6	P08133	1.61138	+	7.1158299999999999
ANXA7	P20073	-0.821712	+	5.9309200000000004
AP1AR	Q63HQ0	0.18144399999999999	NA	0.22622
AP1B1	Q10567	0.37451800000000002	+	5.6417700000000002
AP1G1	O43747	6.0743800000000001E-2	NA	0.65159699999999998
AP1G2	O75843	0.83695600000000003	+	3.0565000000000002
AP1M1	Q9BXS5	-2.5758700000000001E-3	NA	2.30992E-2
AP1S1	P61966	0.539331	+	4.0019600000000004
AP1S2	P56377	-1.6668799999999999	+	6.2736499999999999
AP2A1	O95782	-0.80223599999999995	+	5.4346699999999997
AP2A2	O94973	0.169207	+	2.6463999999999999
AP2B1	P63010	-0.71018199999999998	+	8.1118400000000008
AP2M1	Q96CW1	-0.28598899999999999	+	3.3033100000000002
AP2S1	P53680	-0.38986799999999999	+	1.9821800000000001
AP3B1	O00203	-0.370338	+	2.91778
AP3D1	O14617	-0.43188900000000002	+	3.4502600000000001
AP3M1	Q9Y2T2	-0.41081499999999999	+	3.7686999999999999
AP3M2	P53677	0.32804800000000001	NA	0.45949600000000002
AP3S1	Q92572	0.56831500000000001	+	2.4505699999999999
AP3S2	P59780	-0.55542499999999995	NA	0.57843599999999995
AP4B1	Q9Y6B7	-0.31654100000000002	NA	0.42358800000000002
AP4M1	O00189	0.44741599999999998	NA	0.705399
AP4S1	Q9Y587	0.39804400000000001	NA	0.60900399999999999
AP5B1	Q2VPB7	-1.8067800000000001	+	2.4601000000000002
AP5S1	Q9NUS5	-0.71030000000000004	+	0.83698499999999998
AP5Z1	O43299	-1.7225200000000001	+	3.3402799999999999
APAF1	O14727	1.40506	+	3.8332199999999998
APBB1IP	Q7Z5R6	2.51458	+	0.95286400000000004
APBB2	Q92870	0.86375599999999997	NA	0.523613
APC	P25054	0.64620999999999995	+	0.86924999999999997
APEH	P13798	-0.38812099999999999	+	4.4596999999999998
APEX1	P27695	-1.2853099999999999E-2	NA	7.3422799999999996E-2
APH1A	Q96BI3	0.24390400000000001	NA	0.68985099999999999
API5	Q9BZZ5	0.30147699999999999	+	3.2275900000000002
APIP	Q96GX9	-1.6353500000000001	+	3.9830399999999999
APLP2	Q06481	-1.6969799999999999	+	1.9789399999999999
APMAP	Q9HDC9	1.31366	+	5.9969200000000003
APOA1	P02647	-0.36685899999999999	NA	0.241228
APOB	P04114	-0.82482999999999995	+	3.5094599999999998
APOBEC3B	Q9UH17	-2.4350100000000001	+	3.0869900000000001
APOBEC3C	Q9NRW3	-5.0578000000000003	+	7.2205199999999996
APOBEC3G	Q9HC16	-0.46172299999999999	NA	0.55361000000000005
APOBR	Q0VD83	-3.8157899999999998	+	2.9640200000000001
APOE	P02649	-3.84076	+	4.8879599999999996
APOL2	Q9BQE5	-1.20147	+	1.19326
APOO	Q9BUR5	-7.9566999999999999E-2	NA	0.371452
APOOL	Q6UXV4	0.17895800000000001	NA	1.0245299999999999
APPL1	Q9UKG1	0.70275699999999997	+	2.5457900000000002
APPL2	Q8NEU8	1.60938	+	1.93919
APRT	P07741	-0.64861500000000005	+	2.3401399999999999
APTX	Q7Z2E3	-1.2236199999999999	+	1.3109500000000001
AQR	O60306	0.49659999999999999	+	4.4915599999999998
ARAF	P10398	-0.60173399999999999	+	3.09829
ARAP1	Q96P48	-1.5854900000000001	+	5.0679299999999996
ARAP3	Q8WWN8	0.40722799999999998	+	1.70624
ARCN1	P48444	-0.142679	NA	2.5858099999999999
ARF1	P84077	-7.6739299999999996E-2	NA	5.2875400000000003E-2
ARF4	P18085	-0.62859299999999996	+	3.7671600000000001
ARF5	P84085	-0.19876099999999999	NA	1.2330099999999999
ARF6	P62330	0.61937699999999996	+	2.4649200000000002
ARFGAP1	Q8N6T3	-0.45887899999999998	+	2.0718399999999999
ARFGAP2	Q8N6H7	0.115187	NA	1.24302
ARFGAP3	Q9NP61	7.4859599999999998E-2	NA	0.35413
ARFGEF1	Q9Y6D6	0.48161599999999999	+	1.8891100000000001
ARFGEF2	Q9Y6D5	0.77812400000000004	+	2.18079
ARFIP1	P53367	0.49923400000000001	+	3.41981
ARFIP2	P53365	1.24692	+	2.5397400000000001
ARFRP1	Q13795	0.30270900000000001	NA	0.67394399999999999
ARG2	P78540	-3.2856100000000001	+	5.1350800000000003
ARGLU1	Q9NWB6	0.70153600000000005	+	3.2183000000000002
ARHGAP1	Q07960	0.61087199999999997	+	5.0059899999999997
ARHGAP10	A1A4S6	1.54393	+	4.1290500000000003
ARHGAP11A	Q6P4F7	6.7194900000000002E-2	NA	7.1858699999999998E-2
ARHGAP12	Q8IWW6	-0.39821400000000001	NA	0.34717900000000002
ARHGAP15	Q53QZ3	-6.9338800000000006E-2	NA	7.2317300000000001E-2
ARHGAP17	Q68EM7	0.95118899999999995	+	4.2421199999999999
ARHGAP18	Q8N392	-0.71867700000000001	+	3.47017
ARHGAP21	Q5T5U3	7.7744999999999995E-2	NA	0.117255
ARHGAP25	P42331	0.88715299999999997	+	3.0102500000000001
ARHGAP26	Q9UNA1	2.2834599999999998	+	3.67075
ARHGAP30	Q7Z6I6	2.9456500000000001	+	7.4060800000000002
ARHGAP4	P98171	-0.43904599999999999	+	2.5753499999999998
ARHGAP5	Q13017	1.20923	+	0.84172999999999998
ARHGAP6	O43182	1.1486099999999999	+	6.3155900000000003
ARHGAP9	Q9BRR9	2.3761999999999999	+	1.62978
ARHGDIA	P52565	0.54263799999999995	+	1.6496599999999999
ARHGDIB	P52566	3.1094900000000001	+	8.0764399999999998
ARHGEF1	Q92888	-4.5236100000000001E-2	NA	0.694492
ARHGEF11	O15085	0.63561299999999998	NA	0.24419099999999999
ARHGEF12	Q9NZN5	-0.65337699999999999	+	0.77515900000000004
ARHGEF18	Q6ZSZ5	1.8946899999999999E-2	NA	1.7001100000000002E-2
ARHGEF2	Q92974	-0.71347499999999997	+	5.1637399999999998
ARHGEF40	Q8TER5	1.0300499999999999	NA	0.59293899999999999
ARHGEF6	Q15052	0.75048400000000004	+	5.0438200000000002
ARHGEF7	Q14155	1.2636099999999999	+	4.0797299999999996
ARID1A	O14497	6.2632099999999996E-2	NA	0.55242999999999998
ARID1B	Q8NFD5	-0.37880000000000003	+	1.1634500000000001
ARID2	Q68CP9	-8.5028599999999996E-2	NA	0.72563
ARID3A	Q99856	-2.56386	+	5.2283799999999996
ARID3B	Q8IVW6	-0.99356800000000001	+	1.0041500000000001
ARID4B	Q4LE39	-0.52918100000000001	NA	0.69501599999999997
ARIH1	Q9Y4X5	0.564523	+	2.9592499999999999
ARIH2	O95376	0.34610800000000003	+	2.1143700000000001
ARL1	P40616	-4.9762199999999999E-2	NA	0.26081199999999999
ARL14EP	Q8N8R7	-0.22811899999999999	NA	0.195877
ARL15	Q9NXU5	-2.42598	+	2.7058599999999999
ARL2	P36404	0.32153599999999999	+	3.4496199999999999
ARL2BP	Q9Y2Y0	-0.47826600000000002	+	2.33291
ARL3	P36405	-7.8932299999999997E-2	NA	0.37334899999999999
ARL5A	Q9Y689	-0.59221999999999997	NA	0.43274099999999999
ARL6	Q9H0F7	1.3437300000000001	+	2.7826300000000002
ARL6IP1	Q15041	-4.7279	+	4.3091999999999997
ARL6IP4	Q66PJ3	-3.74884	+	2.2307100000000002
ARL6IP5	O75915	0.85209199999999996	+	1.23956
ARL6IP6	Q8N6S5	-3.3908	+	5.0897199999999998
ARL8A	Q96BM9	-7.4909699999999996E-2	NA	0.35346100000000003
ARL8B	Q9NVJ2	-0.78776599999999997	+	3.3429700000000002
ARMC1	Q9NVT9	-0.84843800000000003	+	5.4424999999999999
ARMC10	Q8N2F6	-3.6667800000000002	+	5.5005800000000002
ARMC6	Q6NXE6	-0.266293	NA	0.56689000000000001
ARMC8	Q8IUR7	0.51268999999999998	+	3.25379
ARMCX3	Q9UH62	-3.0441099999999999	+	5.6358199999999998
ARMT1	Q9H993	-1.6012200000000001	+	6.1218199999999996
ARNT	P27540	-0.71094599999999997	+	2.4249800000000001
ARPC1A	Q92747	1.2179599999999999	NA	0.480902
ARPC1B	O15143	1.0815699999999999	+	6.9667899999999996
ARPC2	O15144	1.28976	+	6.9185600000000003
ARPC3	O15145	0.87169600000000003	+	4.1158099999999997
ARPC5	O15511	1.3914899999999999	+	4.6010400000000002
ARPC5L	Q9BPX5	-6.5220399999999998E-2	NA	0.636938
ARPP19	P56211	1.9962899999999999	+	1.20922
ARR3	P36575	-1.51902	+	3.1972800000000001
ARRB1	P49407	-1.18197	+	6.9145599999999998
ARRB2	P32121	2.9861300000000002	+	2.8700899999999998
ARRDC1	Q8N5I2	-1.75499	+	1.1827099999999999
ARSA	P15289	-1.48315	+	1.6312899999999999
ARSB	P15848	2.7888099999999998	+	2.6724800000000002
ARV1	Q9H2C2	-1.35399	+	2.6078800000000002
ARVCF	O00192	-3.1234999999999999E-2	NA	2.1581199999999998E-2
ASAH1	Q13510	-1.6815500000000001	+	3.3650500000000001
ASAP1	Q9ULH1	1.9517100000000001	+	4.6838100000000003
ASAP3	Q8TDY4	0	NA	NaN
ASB6	Q9NWX5	-4.80328E-2	NA	3.3137600000000003E-2
ASCC1	Q8N9N2	-0.42812499999999998	+	0.92267999999999994
ASCC2	Q9H1I8	0.21682899999999999	NA	0.99559200000000003
ASCC3	Q8N3C0	-0.33782699999999999	+	2.19008
ASF1A	Q9Y294	-0.33042199999999999	+	1.9717800000000001
